period,registration_type,brand,nameplate,model,trim_label,grade,drive,range_km,battery_kwh,powertrain_hint,segment,body_type,market_position,powertrain,brand_segment,units,raw_label
2023-12,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA Model Y Rear-Wheel Drive
2023-12,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 PERFORMANCE
2023-12,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y PERFORMANCE
2024-02,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,3.0,AION AION ES
2024-03,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,3.0,BYD T3
2024-05,RY1,BYD,Atto 3,Atto 3,410KM,,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,3.0,BYD BYD ATTO 3 (410KM)
2024-10,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y LONG RANGE
2024-11,RY1,Changan,Changan Lumin,Changan Lumin,,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,3.0,CHANGAN LUMIN
2024-11,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,3.0,HAVAL H6 HEV PRO
2024-11,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,3.0,WULING Air EV LR
2024-11,RY1,Wuling,Wuling Air EV,Wuling Air EV,SR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,3.0,WULING Air EV SR
2024-12,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,3.0,HAVAL H6 HEV PRO
2024-12,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y PERFORMANCE
2025-01,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA Model Y Rear-Wheel Drive
2025-01,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL Y LONG RANGE
2025-02,RY1,Avatr,Avatr 11,Avatr 11,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,3.0,AVATR AVATR 11 STANDARD RANGE
2025-02,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,DYNAMIC,DYNAMIC,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,3.0,BYD BYD SEALION 6 DM-i DYNAMIC
2025-06,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,3.0,WULING Air EV LR
2025-07,RY1,BYD,Dolphin,Dolphin,EXD,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,3.0,BYD BYD DOLPHIN EXD
2025-07,RY1,Deepal,Deepal Hunter K50,Deepal Hunter K50,,,,,,,F,PICKUP,UPPER,PHEV,MASS,3.0,DEEPAL HUNTER K50
2025-07,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,3.0,MG ES
2025-07,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,3.0,TESLA MODEL 3 LONG RANGE
2025-08,RY1,Jaecoo,Jaecoo 6 EV,Jaecoo 6 EV,Long Range 2WD PRO,LONG RANGE,2WD,,,,B,CROSSOVER,VOLUME,BEV,MASS,3.0,JAECOO 6 EV Long Range 2WD PRO
2025-08,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,3.0,MG ES
2025-09,RY1,Aion,Aion Y Plus,Aion Y Plus,490 PREMIUM,PREMIUM,,490.0,,,B,CROSSOVER,VOLUME,BEV,MASS,3.0,AION AION Y PLUS 490 PREMIUM
2025-09,RY1,Avatr,Avatr 11,Avatr 11,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,3.0,AVATR AVATR 11 STANDARD RANGE
2025-09,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,3.0,MG ES
2025-09,RY1,Neta,Neta X,Neta X,,,,,,,B,CROSSOVER,VOLUME,BEV,BUDGET,3.0,NETA NETA X
2025-09,RY1,Riddara,Horizon,Riddara Horizon Double Cab,4WD,,4WD,,,,F,PICKUP,UPPER,BEV,MASS,3.0,RIDDARA HORIZON 4WD
2025-10,RY1,BYD,Atto 3,Atto 3,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,3.0,BYD BYD ATTO 3
2025-10,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,3.0,NETA NETA V
2025-10,RY1,Neta,Neta X,Neta X,,,,,,,B,CROSSOVER,VOLUME,BEV,BUDGET,3.0,NETA NETA X
2025-10,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,3.0,WULING Air EV LR
2025-10,RY1,XPeng,XPeng X9,XPeng X9,LONG RANGE LUXURY,LONG RANGE,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,3.0,XPENG X9 LONG RANGE(LUXURY)
2025-11,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Dynamic,LONG RANGE,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,3.0,OMODA C5 EV Long Range Dynamic
2025-11,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRD,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,3.0,WULING Binguo SRD
2025-11,RY1,XPeng,XPeng X9,XPeng X9,LONG RANGE LUXURY,LONG RANGE,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,3.0,XPENG X9 LONG RANGE(LUXURY)
2025-12,RY1,BYD,Dolphin,Dolphin,EXD,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,3.0,BYD BYD DOLPHIN EXD
2025-12,RY1,Deepal,Deepal E07,Deepal E07,PERFORMANCE AWD,PERFORMANCE,AWD,,,,D,SUV,LUXURY,BEV,MASS,3.0,DEEPAL E07 PERFORMANCE AWD
2025-12,RY1,Neta,Neta X,Neta X,,,,,,,B,CROSSOVER,VOLUME,BEV,BUDGET,3.0,NETA NETA X
2025-12,RY1,Riddara,RD6,Riddara RD6 Double Cab,ECON,,,,,,F,PICKUP,UPPER,BEV,MASS,3.0,RIDDARA RD6 ECON
2026-01,RY1,BYD,Atto 3,Atto 3,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,2.0,BYD BYD ATTO 3
2026-01,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,2.0,MG HS
2026-01,RY1,Riddara,RD6,Riddara RD6 Double Cab,2WD,,2WD,,,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA RD6 2WD
2022-01,RY1,MG,MG IM6,MG IM6,,,,,,,D,CROSSOVER,LUXURY,BEV,MASS,2.0,MG MG6
2022-01,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 PERFORMANCE
2022-01,RY1,Tesla,Model 3,Model 3,STANDARD PLUS,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 STANDARD PLUS
2022-01,RY1,Tesla,Model Y,Model Y,STANDARD,STANDARD,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL Y STANDARD
2022-02,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,2.0,BYD E6
2022-02,RY1,Tesla,Model 3,Model 3,STANDARD RANGE PLUS,STANDARD RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 STANDARD RANGE PLUS
2022-03,RY1,Tesla,Model 3,Model 3,STANDARD RANGE PLUS,STANDARD RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 STANDARD RANGE PLUS
2022-04,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,2.0,TESLA Model Y Rear-Wheel Drive
2022-05,RY1,Tesla,Model 3,Model 3,LONG RANGE PLUS,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 LONG RANGE PLUS
2022-05,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 PERFORMANCE
2022-05,RY1,Tesla,Model Y,Model Y,STANDARD,STANDARD,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL Y STANDARD
2022-05,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,2.0,BYD T3
2022-06,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,2.0,NETA NETA V
2022-06,RY1,Tesla,Model 3,Model 3,STANDARD PLUS,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 STANDARD PLUS
2022-07,RY1,Tesla,Model 3,Model 3,LONG RANGE PLUS,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 LONG RANGE PLUS
2022-07,RY1,Tesla,Model 3,Model 3,STANDARD PLUS,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 STANDARD PLUS
2022-08,RY1,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,2.0,BYD T3
2022-08,RY1,Tesla,Model Y,Model Y,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL Y STANDARD RANGE
2022-09,RY1,Tesla,Model 3,Model 3,LONG RANGE PLUS,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 LONG RANGE PLUS
2022-09,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 PERFORMANCE
2022-10,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 PERFORMANCE
2022-10,RY1,Tesla,Model 3,Model 3,REAR WHEEL DRIVE,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 REAR WHEEL DRIVE
2022-10,RY1,Tesla,Model 3,Model 3,STANDARD PLUS,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 STANDARD PLUS
2023-01,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL Y PERFORMANCE
2023-02,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 PERFORMANCE
2023-02,RY1,Tesla,Model Y,Model Y,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL Y STANDARD RANGE
2023-03,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,2.0,BYD T3
2023-04,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,2.0,HAVAL H6 HEV PRO
2023-04,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,2.0,MG NEW MG3
2023-05,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,2.0,BYD T3
2023-06,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,2.0,MG NEW MG3
2023-08,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,2.0,HAVAL H6 HEV PRO
2023-09,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,2.0,MG NEW MG3
2023-10,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,2.0,AION AION Y PLUS
2023-10,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,2.0,MG NEW MG3
2023-10,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA Model 3 Performance
2023-10,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 LONG RANGE
2023-10,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 PERFORMANCE
2024-01,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,2.0,MG NEW MG3
2024-01,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA Model 3 Rear-Wheel Drive
2024-01,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,2.0,TESLA Model Y Rear-Wheel Drive
2024-02,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,2.0,BYD E6
2024-03,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,2.0,MG NEW MG3
2024-04,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,2.0,AION AION ES
2024-04,RY1,BYD,Atto 3,Atto 3,410KM,,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,2.0,BYD BYD ATTO 3 (410KM)
2024-05,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,2.0,AION AION ES
2024-05,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,2.0,MG NEW MG3
2024-07,RY1,Wuling,Wuling Air EV,Wuling Air EV,SR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,2.0,WULING Air EV SR
2024-09,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,2.0,AION AION ES
2024-09,RY1,Wuling,Wuling Air EV,Wuling Air EV,SR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,2.0,WULING Air EV SR
2024-10,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,2.0,HAVAL H6 HEV PRO
2024-10,RY1,Wuling,Wuling Air EV,Wuling Air EV,SR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,2.0,WULING Air EV SR
2024-11,RY1,Tesla,Model 3,Model 3,STANDARD,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL 3 STANDARD
2024-12,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,2.0,AION AION ES
2024-12,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Plus,LONG RANGE,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,2.0,OMODA C5 EV Long Range Plus
2025-01,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,2.0,AION AION ES
2025-01,RY1,Avatr,Avatr 11,Avatr 11,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,2.0,AVATR AVATR 11 STANDARD RANGE
2025-01,RY1,Leapmotor,Leapmotor C10,Leapmotor C10,EV,,,,,BEV,C,CROSSOVER,UPPER,BEV,MASS,2.0,LEAPMOTOR C10 EV
2025-01,RY1,Riddara,RD6,Riddara RD6 Double Cab,PRO 2WD,PRO,2WD,,,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA RD6 PRO 2WD
2025-01,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,2.0,TESLA MODEL Y PERFORMANCE
2025-01,RY1,Wuling,Wuling Air EV,Wuling Air EV,SR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,2.0,WULING Air EV SR
2025-01,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRDTH,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,2.0,WULING Binguo SRDTH
2025-02,RY1,BYD,Atto 3,Atto 3,410KM-PREMIUM,PREMIUM,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,2.0,BYD BYD ATTO3 (410KM-PREMIUM)
2025-03,RY1,Avatr,Avatr 11,Avatr 11,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,2.0,AVATR AVATR 11 STANDARD RANGE
2025-04,RY1,BYD,Dolphin,Dolphin,STD,STD,,,,,B,HATCHBACK,VOLUME,BEV,MASS,2.0,BYD BYD DOLPHIN STD
2025-04,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,2.0,HAVAL H6 HEV PRO
2025-04,RY1,GWM,Ora Good Cat,Ora Good Cat,GRAND,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,2.0,ORA GRAND CAT
2025-05,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,2.0,HAVAL H6 HEV PRO
2025-05,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,2.0,MG ES
2025-06,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,2.0,HAVAL H6 HEV PRO
2025-06,RY1,Riddara,RD6,Riddara RD6 Double Cab,2WD,,2WD,,,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA RD6 2WD
2025-07,RY1,Avatr,Avatr 11,Avatr 11,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,2.0,AVATR AVATR 11 STANDARD RANGE
2025-07,RY1,Deepal,Deepal L07,Deepal L07,S,,,,,,D,SEDAN,UPPER,BEV,MASS,2.0,DEEPAL L07 S
2025-07,RY1,Jaecoo,Jaecoo 7,Jaecoo 7,Max,MAX,,,,,C,CROSSOVER,UPPER,PHEV,MASS,2.0,JAECOO 7 SHS Max
2025-08,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,2.0,BYD E6
2025-08,RY1,Deepal,Deepal Hunter K50,Deepal Hunter K50,,,,,,,F,PICKUP,UPPER,PHEV,MASS,2.0,DEEPAL HUNTER K50
2025-08,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,2.0,MG NEW MG3
2025-08,RY1,Riddara,Horizon,Riddara Horizon Double Cab,PRO 4WD SUNROOF,PRO,4WD,,,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA HORIZON PRO 4WD SUNROOF
2025-08,RY1,Riddara,RD6,Riddara RD6 Double Cab,86KWH 2WD,,2WD,,86.0,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA RD6 86KWH 2WD
2025-09,RY1,Aion,Hyptec HT,Hyptec HT,620 LUXURY,LUXURY,,620.0,,,D,CROSSOVER,UPPER,BEV,MASS,2.0,AION HYPTEC HT 620 LUXURY
2025-09,RY1,Changan,Changan Lumin,Changan Lumin,,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,2.0,CHANGAN LUMIN
2025-09,RY1,Riddara,RD6,Riddara RD6 Double Cab,2WD,,2WD,,,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA RD6 2WD
2025-10,RY1,Avatr,Avatr 11,Avatr 11,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,2.0,AVATR AVATR 11 STANDARD RANGE
2025-10,RY1,Deepal,Deepal Hunter K50,Deepal Hunter K50,,,,,,,F,PICKUP,UPPER,PHEV,MASS,2.0,DEEPAL HUNTER K50
2025-10,RY1,Deepal,Deepal L07,Deepal L07,S,,,,,,D,SEDAN,UPPER,BEV,MASS,2.0,DEEPAL L07 S
2025-10,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,2.0,MG ES
2025-10,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Plus,LONG RANGE,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,2.0,OMODA C5 EV Long Range Plus
2025-10,RY1,Riddara,RD6,Riddara RD6 Double Cab,86KWH 2WD,,2WD,,86.0,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA RD6 86KWH 2WD
2025-10,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRD,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,2.0,WULING Binguo SRD
2025-10,RY2,Riddara,RD6,Riddara RD6 Double Cab,PRO 2WD,PRO,2WD,,,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA RD6 PRO 2WD
2025-11,RY1,BYD,Dolphin,Dolphin,EXD,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,2.0,BYD BYD DOLPHIN EXD
2025-11,RY1,Changan,Changan Lumin,Changan Lumin,,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,2.0,CHANGAN LUMIN
2025-11,RY1,Chery,Chery V23,Chery V23,2WD PLUS,PLUS,2WD,,,,B,SUV,VOLUME,BEV,MASS,2.0,CHERY V23 2WD PLUS
2025-11,RY1,Deepal,Deepal Hunter K50,Deepal Hunter K50,,,,,,,F,PICKUP,UPPER,PHEV,MASS,2.0,DEEPAL HUNTER K50
2025-11,RY1,Neta,Neta X,Neta X,,,,,,,B,CROSSOVER,VOLUME,BEV,BUDGET,2.0,NETA NETA X
2025-11,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Plus,LONG RANGE,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,2.0,OMODA C5 EV Long Range Plus
2025-11,RY1,Riddara,Horizon,Riddara Horizon Double Cab,PRO 4WD SUNROOF,PRO,4WD,,,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA HORIZON PRO 4WD SUNROOF
2025-11,RY1,Wuling,Wuling Air EV,Wuling Air EV,SR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,2.0,WULING Air EV SR
2025-12,RY1,Deepal,Deepal Hunter K50,Deepal Hunter K50,,,,,,,F,PICKUP,UPPER,PHEV,MASS,2.0,DEEPAL HUNTER K50
2025-12,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,2.0,MG HS
2025-12,RY1,Riddara,Horizon,Riddara Horizon Double Cab,4WD,,4WD,,,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA HORIZON 4WD
2025-12,RY1,Riddara,RD6,Riddara RD6 Double Cab,2WD,,2WD,,,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA RD6 2WD
2025-12,RY1,Riddara,RD6,Riddara RD6 Double Cab,86KWH 2WD,,2WD,,86.0,,F,PICKUP,UPPER,BEV,MASS,2.0,RIDDARA RD6 86KWH 2WD
2025-12,RY1,Wuling,Wuling Air EV,Wuling Air EV,SR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,2.0,WULING Air EV SR
2025-12,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRD,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,2.0,WULING Binguo SRD
2026-01,RY1,BYD,Atto 3,Atto 3,410KM-DYNAMIC,DYNAMIC,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,1.0,BYD BYD ATTO3 (410KM-DYNAMIC)
2026-01,RY1,BYD,Dolphin,Dolphin,EXD,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,1.0,BYD BYD DOLPHIN EXD
2026-01,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,1.0,HAVAL H6 HEV PRO
2026-01,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,1.0,MG NEW MG3
2026-01,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,1.0,TESLA MODEL 3 LONG RANGE
2022-01,RY1,Tesla,Model 3,Model 3,STANDARD RANGE PLUS,STANDARD RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,1.0,TESLA MODEL 3 STANDARD RANGE PLUS
2022-01,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,1.0,TESLA MODEL Y LONG RANGE
2022-01,RY1,Tesla,Model Y,Model Y,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,1.0,TESLA MODEL Y STANDARD RANGE
2022-02,RY1,Tesla,Model 3,Model 3,STANDARD,STANDARD,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,1.0,TESLA MODEL 3 STANDARD
2022-02,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,1.0,BYD T3
2022-04,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,1.0,BYD E6
2022-04,RY1,Tesla,Model 3,Model 3,STANDARD PLUS RWD,STANDARD,RWD,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,1.0,TESLA MODEL 3 STANDARD PLUS RWD
2022-04,RY1,Tesla,Model 3,Model 3,STANDARD RANGE PLUS,STANDARD RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,1.0,TESLA MODEL 3 STANDARD RANGE PLUS
2022-04,RY1,Tesla,Model Y,Model Y,LONG RANGE DUAL MOTOR,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,1.0,TESLA MODEL Y LONG RANGE DUAL MOTOR
